"","Address","BusinessType","ProductSold","CompanyName","Status"
"7186","Wemyssfield Service Station, Abbotshall Road KY1 1YG, Scotland","Fife","Tobacco And Nicotine Vapour Products","IQ-Max Software Solutions Ltd","Active"
"7187","Hurlford Road, Galston KA4 8LB, Scotland","East Ayrshire","Tobacco Only","Malthurst Petroleum","Inactive"
"7188","Hurlford Road,  KA4 8LB, Scotland","East Ayrshire","Tobacco Only","Isabelle Mohan","Active"
"7189","785 Great Northern Road,  AB24 2BT, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","CS (PVT) ltd","Active"
"7190","39 Spey Avenue,  PH26 3EJ, Scotland","Highland","Tobacco And Nicotine Vapour Products","CS (PVT) ltd","Active"
"7191","Nairn Road,  IV36 2EY, Scotland","Moray","Tobacco And Nicotine Vapour Products","Kessock service Station","Active"
"7192","1628 Cumbernauld Rd, Glasgow G33 1AE, Scotland","Glasgow City","Tobacco Only","Malthurst Petroleum","Active"
"7193","1628 Cumbernauld Road,  G33 1AE, Scotland","Glasgow City","Tobacco Only","Lyn McRavey","Active"
"7194","Belziel Hill Farm Road, Bellshill ML4 3PD, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Maxserve (gb) ltd","Active"
"7195","Ibrox Service Station, 586 Broomloan Road, Ibrox G51 2XW, Scotland","Glasgow City","Tobacco Only","Malthurst Petroleum","Active"
"7196","Broomloan Road,  G51 2XW, Scotland","Glasgow City","Tobacco Only","Ibrox Service Station","Active"
"7197","1 Regent Street,  PA15 4TH, Scotland","Inverclyde","Tobacco Only","Campbell Filling Stations","Inactive"
"7198","900 Maryhill Road, Glasgow G20 7TA, Scotland","Glasgow City","Tobacco Only","Malthurst Petroleum","Active"
"7199","900 Maryhill Road,  G20 7TA, Scotland","Glasgow City","Tobacco Only","AR Private Limited","Active"
"7200","Kessock ESSO, 9 Longman Road IV1 1SD, Scotland","Highland","Tobacco And Nicotine Vapour Products","CS (PVT) ltd","Active"
"7201","165 Riccarton Road,  KA1 5LQ, Scotland","East Ayrshire","Tobacco Only","Malthurst Petroleum","Inactive"
"7202","165 Riccarton Road,  KA1 5LQ, Scotland","East Ayrshire","Tobacco Only","Isabelle Mohan","Active"
"7203","Haughs of Airth, By Kinardine Bridge FK2 8PF, Scotland","Falkirk","Tobacco Only","Malthurst Petroleum","Inactive"
"7204","Haughs of Airth, Bowtrees Roundabout FK2 8PF, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","BP Airth","Active"
"7205","Biggar Road, Edinburgh EH10 7DU, Scotland","Edinburgh City","Tobacco Only","Malthurst Petroleum","Active"
"7206","117 Biggar Road,  EH10 7DU, Scotland","Midlothian","Tobacco And Nicotine Vapour Products","MMC Forecourts Ltd","Active"
"7207","Garscube Road, Maryhill G20 7LD, Scotland","Glasgow City","Tobacco Only","Malthurst Petroleum","Active"
"7208","519 Garscube Road,  G20 7LD, Scotland","Glasgow City","Tobacco Only","MRH Maryhill","Active"
"7209","519 Garscube Road,  G20 7LD, Scotland","Glasgow City","Tobacco Only","Ayyappan Thirugnana Sambandam","Active"
"7210","179 Ayr Road,  G77 6AE, Scotland","East Renfrewshire","Tobacco Only","Maxwells Cabs Ltd","Active"
"7211","1867 Great Western Road,  G13 2UX, Scotland","Glasgow City","Tobacco Only","Malthurst Ltd","Active"
"7212","Milady Service Station, 1867 Great Western Road G13 2UX, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","saranya ltd","Active"
"7213","1867 Great Western Road,  G13 2UX, Scotland","Glasgow City","Tobacco Only","MRH Milady Service Station","Inactive"
"7214","Dunnottar Avenue,  AB39 2JJ, Scotland","Aberdeenshire","Tobacco Only","Malthurst Limited","Inactive"
"7215","42 Glasgow Road,  G62 6AJ, Scotland","East Dunbartonshire","Tobacco Only","MRH Retail","Active"
"7216","Moto Musselburgh Motorway Services, A1 OLD CRAIGHALL EH21 8RE, Scotland","East Lothian","Tobacco Only","Malthurst Petroleum","Inactive"
"7217","Musselburgh Bypass,  EH21 8RE, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","Sri Sai Ltd.","Inactive"
"7218","382 Calder Road,  EH11 4AS, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","Sri Sai Ltd.","Active"
"7219","1 Cliftonhall Road,  EH28 8PW, Scotland","Edinburgh City","Tobacco Only","MRH Retail","Active"
"7220","Perth Road,  PH20 1AP, Scotland","Highland","Tobacco And Nicotine Vapour Products","Kessock service Station","Active"
"7221","565 North Anderson Drive,  AB16 7GD, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","AKG Retail Ltd","Active"
"7222","104 Old Coach Road,  G74 4AT, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Tanuja Kuruparan","Active"
"7223","Pinefield Service Station, East Road IV30 1XU, Scotland","Moray","Tobacco And Nicotine Vapour Products","Ewan Innes T/A Pinefield Service Station","Active"
"7224","Perth Road,  PH16 5LY, Scotland","Perth and Kinross","Tobacco And Nicotine Vapour Products","Kessock service Station","Active"
"7225","2-40 Ratcliff Terrace,  EH9 1SS, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","Stuffs24 Retail","Active"
"7226","9 Hamilton Road,  G32 9QD, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","MRH Mount Vernon","Active"
"7227","111 WELLHALL ROAD,  ML3 9UE, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","ANAGHAA LIMITED","Active"
"7228","10-14 Rigg Street, Stewarton KA3 5AG, Scotland","East Ayrshire","Tobacco Only","Malthurst Petroleum","Active"
"7229","North Road, Fort William PH33 6TQ, Scotland","Highland","Tobacco Only","Kathryn Masson & KMBSS (Ben Service Station)","Inactive"
"7230","BP Service Station, 23 Baillieston Road G32 0QJ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Tanuja Kuruparan","Active"
"7231","23 Baillieston Road,  G32 0QJ, Scotland","Glasgow City","Tobacco Only","T&M","Active"
"7232","Strathaven  Road, Stonehouse ML9 3EN, Scotland","South Lanarkshire","Tobacco Only","Malthurst Petroleum","Inactive"
"7233","Edinburgh Road,  PH2 8DX, Scotland","Perth and Kinross","Tobacco Only","Eric Dinesh Rajah","Active"
"7234","Wemyssfield, Kirkcaldy KY1 1YB, Scotland","Fife","Tobacco Only","Malthurst Petroleum","Inactive"
"7235","Abbotshall Road, Kirkcaldy KY1 1YB, Scotland","Fife","Tobacco Only","MRH Retail","Inactive"
"7236","Esso Wemyssfield, Abbotshall Road KY1 1YB, Scotland","Fife","Tobacco Only","IQ Max Software Solutions Ltd","Inactive"
"7237","West Road,  IV30 1SA, Scotland","Moray","Tobacco And Nicotine Vapour Products","CS (PVT) ltd","Active"
"7238","109 Queensferry Road,  EH4 3HL, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","Sri Sai Ltd.","Active"
"7239","90 Glasgow Road, Camelon FK1 4HJ, Scotland","Falkirk","Tobacco Only","Mariner Bar","Active"
"7240","7B St Margaret's Road,  KA22 7EW, Scotland","North Ayrshire","Tobacco Only","Mrs Herjinder Sanghera","Active"
"7241","4 canongate,  TD8 6AJ, Scotland","Scottish Borders","Nicotine Vapour Products Only","ms bargains","Active"
"7242","45, broomlea cresent  PA4 9PJ, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","ms company","Active"
"7243","Unit 8,12 Campfield Square, Barnhill DD5 2PU, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","MS NEWS","Active"
"7244","338, queen street, broughty ferry DD5 2HQ, Scotland","Dundee City","Tobacco Only","MS NEWS","Inactive"
"7245","13 Kellas Road, Wellbank, WELLBANK DD5 3PE, Scotland","Angus","Tobacco And Nicotine Vapour Products","MS NEWS","Active"
"7246","M S Newsagent, 40 Dalkeith Road EH16 5BS, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","MS Newsagent","Active"
"7247","77/79 Main Street,  G78 3NH, Scotland","East Renfrewshire","Tobacco And Nicotine Vapour Products","MS Newsagents","Active"
"7248","M S Newsagent, 40 Dalkeith Road EH16 5BS, Scotland","Edinburgh City","Tobacco Only","MS Newsagents","Active"
"7249","159 Cumbernauld Road, Muirhead G69 9AF, Scotland","North Lanarkshire","Tobacco Only","Ms Stores","Active"
"7250","M's Vapours, 11 La Porte Precinct FK3 8AZ, Scotland","Clackmannanshire, Falkirk","Nicotine Vapour Products Only","M's Vapours","Active"
"7251","101 Main Street,  G65 0QN, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Msc loudens","Active"
"7252","4 Burnside Road,  EH23 4EU, Scotland","Midlothian","Tobacco Only","msf1","Active"
"7253","MTC NEWSAGENTS LIMITED, 60 Brandon Parade East ML1 1LY, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","MTC NEWSAGENTS LIMITED","Active"
"7254","Muasdale Stores, Muasdale PA29 6XE, Scotland","Argyll and Bute","Tobacco Only","Muasdale Stores","Inactive"
"7255","Dulnain Bridge,  PH26 3LY, Scotland","Highland","Tobacco Only","HFS Highland Ltd","Inactive"
"7256","Drumburn Road, Muckhart FK14 7JH, Scotland","Clackmannanshire","Tobacco Only","Muckhart Golf Club","Inactive"
"7257","Great North Road,  IV6 7TP, Scotland","Highland","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"7258","Muir of rod post office, Great north road IV6 7TP, Scotland","Highland","Tobacco Only","Muir of rod post office","Inactive"
"7259","Frasers Newsagents, 76 Muir Street ML9 2BQ, Scotland","South Lanarkshire","Tobacco Only","DGW retail ltd. ","Active"
"7260","527 Clarkston Road,  G44 3PN, Scotland","East Renfrewshire","Tobacco Only","Muirend News","Active"
"7261","Duncur Road, Muirfield EH31 2EG, Scotland","East Lothian","Tobacco Only","Honourable Company of Edinburgh Golfers","Active"
"7262","19 muirhall road, larbert FK5 4RG, Scotland","Falkirk","Tobacco Only","muirhall road newsagents","Inactive"
"7263","114 Cumbernauld Road, Muirhead G69 9AA, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"7264","Coupar Angus Road, Birkhill DD2 5QE, Scotland","Angus","Tobacco Only","Muirhead & Birkhill Bowling Club","Active"
"7265","Muirhead Convenience Store, 96 Cumbernauld Road, Muirhead G69 9AB, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Muirhead Conveince Store ","Active"
"7266","96/98 cumbernauld rd, muirhead G69 9AB, Scotland","North Lanarkshire","Tobacco Only","one stop shop","Inactive"
"7267","153 dundonald road,  KA10 7AY, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","muirhead stores","Active"
"7268","55 Muirhouse Gardens,  EH4 4TD, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","Closer","Active"
"7269","53-55 Muirhouse Gardens,  EH4 2NX, Scotland","Edinburgh City","Tobacco Only","Muirhouse Post Office/Costless Express","Active"
"7270","The Bunker, 51-55 Main Street, Muirkirk KA18 3QR, Scotland","East Ayrshire","Tobacco Only","Muirkirk stores","Active"
"7271","The Bunker, 51-55 Main Street, Muirkirk KA18 3QR, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","bilal ahmad","Active"
"7272","115 dunkeld road,  PH1 5BS, Scotland","Perth and Kinross","Tobacco Only","MUIRTON MINIMART LTD","Active"
"7273","21 maukinfauld road, tollcross G32 8TH, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","mullenium offsales","Inactive"
"7274","10 Camanachd Crescent,  PH33 6XZ, Scotland","Highland","Tobacco Only","Mulligan ices","Active"
"7275","4, willowbrae road EH8 7DB, Scotland","Edinburgh City","Tobacco Only","multi fresh","Inactive"
"7276","2, Morefield lane IV26 2PH, Scotland","Highland","Tobacco Only","Munch Box","Active"
"7277","103 Overtown Road,  ML2 8EW, Scotland","North Lanarkshire","Tobacco Only","Munch Bar & Newsagent","Inactive"
"7278","138b Salters Road,  EH21 8BQ, Scotland","East Lothian","Tobacco Only","Snack Trax Ltd","Active"
"7279","southend, campbeltown PA28 6RW, Scotland","Argyll and Bute","Tobacco Only","muneroy Stores","Active"
"7280","193 Main Street, Uddingston G71 7BP, Scotland","South Lanarkshire","Tobacco Only","Mungall Newsagents","Inactive"
"7281","151 wellshot road,  G32 7AU, Scotland","Glasgow City","Tobacco Only","munir & son","Active"
"7282","3 Victorian Market, Academy Street IV1 1PJ, Scotland","Highland","Tobacco Only","Munro Newsagents Ltd","Inactive"
"7283","234/236 hamilton road, halfway G72 7PF, Scotland","South Lanarkshire","Tobacco Only","munros newsagent","Inactive"
"7284","24 high street,  PH21 1HR, Scotland","Highland","Tobacco Only","murchie's of kingussie","Inactive"
"7285","Echobank Maddiston,,  FK2 0BX, Scotland","Falkirk","Tobacco Only","kw trading london limited","Inactive"
"7286","Murdoch Allan & Son Ltd, 7 Station Road, Hatton AB42 0RY, Scotland","Aberdeenshire","Nicotine Vapour Products Only","Murdoch Allan and Son Ltd","Active"
"7287","Murdoch Shops, 103 High Street KY3 9AA, Scotland","Fife","Nicotine Vapour Products Only","murdoch","Active"
"7288","110 MAIN STREET, BALLIESTON G69 6AE, Scotland","Glasgow City","Tobacco Only","MURDOCHS","Active"
"7289","62 D  RANNOCH DRIVE, BEARSDEN G61 2HH, Scotland","East Dunbartonshire","Tobacco And Nicotine Vapour Products","MURDO'S CORNER SHOP","Active"
"7290","back road, st. margarets hope KW17 2SP, Scotland","Orkney Islands","Tobacco Only","murray arms hotel","Active"
"7291","The Murray Square, East Kilbride G75 0BH, Scotland","South Lanarkshire","Tobacco Only","TRUST INNS LTD","Inactive"
"7292","59 Chalmers Crescent,  G75 0PE, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Murray Foodstores Limited","Active"
"7293","18 Corstorphine Road,  EH12 6HN, Scotland","Edinburgh City","Tobacco Only","G1 Group Plc","Active"
"7294","22,Westfield Road,  EH11 2QR, Scotland","Edinburgh City","Tobacco Only","Sanderson Vending Limited t/a Select Vending","Active"
"7295","76, main street KA23 9AP, Scotland","North Ayrshire","Tobacco And Nicotine Vapour Products","murrays","Active"
"7296","7 Minard Road,  G41 2HR, Scotland","Glasgow City","Tobacco Only","Murrays","Active"
"7297","Strathhaven Road,  ML9 3EU, Scotland","South Lanarkshire","Tobacco Only","Graeme Murray","Active"
"7298","27 moncur road,  KA13 7LD, Scotland","South Lanarkshire","Tobacco Only","murrays ices","Active"
"7299","Clayknowes Road, Stoneyhill EH21 6UW, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"7300","1 Edinburgh Road,  EH21 6DN, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","Mehmood Aslam","Active"
"7301","91-93 High street, Musselburgh EH21 7DA, Scotland","East Lothian","Nicotine Vapour Products Only","B&M RETAIL","Active"
"7302","18 Drummond St, Muthill PH5 2AN, Scotland","Perth and Kinross","Tobacco Only","Muthill Village Store","Active"
"7303","FERRY TERMINAL,  KA22 8ED, Scotland","North Ayrshire","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7304","FERRY TERMINAL,  PA34 4DB, Scotland","Argyll and Bute","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7305","FERRY TERMINAL,  PA27 6YF, Scotland","Argyll and Bute","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7306","FERRY TERMINAL,  PA29 6YF, Scotland","Argyll and Bute","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7307","FERRY TERMINAL,  IV51 9XX, Scotland","Comhairle nan Eilean Siar","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7308","FERRY TERMINAL,  PA29 6YF, Scotland","Argyll and Bute","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7309","FERRY TERMINAL,  IV26 2UR, Scotland","Comhairle nan Eilean Siar","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7310","FERRY TERMINAL,  PA34 4DB, Scotland","Argyll and Bute","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7311","FERRY TERMINAL,  PA34 4DB, Scotland","Argyll and Bute","Tobacco Only","CAL MAC FERRIES LTD","Active"
"7312","6 quarry place,  ML3 6BB, Scotland","South Lanarkshire","Nicotine Vapour Products Only","my little creations","Active"
"7313","My Local, 117 Cedar Drive, East Kilbride G75 9HZ, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","MMM Retail Limited","Active"
"7314","79 West Blackhall Street,  PA15 1XP, Scotland","Inverclyde","Tobacco Only","Sam Superstore","Active"
"7315","52 west blackhall street, greenock PA15 1UY, Scotland","Inverclyde","Tobacco Only","my newsagent too","Inactive"
"7316","My Newsagent Too, 52 West Blackhall Street PA15 1UY, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","Green news Ltd","Active"
"7317","8/9 London Road,  EH7 5AP, Scotland","Edinburgh City","Tobacco Only","my newsagents","Active"
"7318","152 ark lane dennistoun,  G31 2JS, Scotland","Glasgow City","Tobacco Only","myra 's licensed grocers","Active"
"7319","Low Road,  IV21 2BS, Scotland","Highland","Tobacco Only","Myrtle Bank Hotel","Inactive"
"7320","65-67 SHOTTSKIRK ROAD,  ML7 4AB, Scotland","North Lanarkshire","Tobacco Only","MZ LICENSED GROCERS","Active"
"7321","60 BRANDON PARADE EAST,  ML1 1LY, Scotland","North Lanarkshire","Tobacco Only","N & A GENERAL STORE LTD","Inactive"
"7322","18-26 Fiveways Road, Netherburn ML9 3BU, Scotland","South Lanarkshire","Tobacco Only","N + B SCOTLAND LTD","Inactive"
"7323","Ali's Shop, 80 Rumblingwell KY12 9AS, Scotland","Fife","Tobacco And Nicotine Vapour Products","N A Stores","Active"
"7324","Post Office, 18 Fiveways Road, Netherburn ML9 3BU, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","N B Scotland Ltd","Active"
"7325","Dunholm Convenience Store, 78-80 Dunholm Road DD2 4RU, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","NM RETAILER LTD","Active"
"7326","14 School Road, Balmullo KY16 0BD, Scotland","Fife","Tobacco Only","N&N Jamal Newsagents and Discount Stores","Inactive"
"7327","1A Douglas Wynd,  EH52 6AY, Scotland","West Lothian","Tobacco Only","N&N Store","Active"
"7328","Tariq Newsagents, 12 Bloomgate ML11 9ET, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","N&N  Tariq Newsagents Ltd","Active"
"7329","BOGHEAD ROAD, LENZIE G66 4EF, Scotland","East Dunbartonshire","Tobacco Only","N&S Motors Ltd","Active"
"7330","UNIT 1, VARANSDORF WAY ML6 8EQ, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","N.B.SUPERSAVE","Active"
